,months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
270,369,55,250/500,2000,1589.54,0,MALE,College,handlers-cleaners,husband,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,NO,2,0,YES,85300,17060,8530,59710,N
271,271,40,100/300,1000,1251.65,0,FEMALE,Associate,other-service,wife,71200,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,6,1,NO,0,0,NO,3080,560,280,2240,N
272,332,47,100/300,2000,1083.01,0,MALE,MD,craft-repair,other-relative,91900,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,NO,71760,11040,11040,49680,Y
273,107,26,100/300,500,974.59,0,FEMALE,JD,armed-forces,wife,62800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,NO,1,0,NO,59700,11940,11940,35820,N
274,217,39,500/1000,2000,1399.85,0,FEMALE,Masters,other-service,other-relative,49900,-19800,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,NO,64920,10820,10820,43280,N
275,243,43,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,NO,0,1,NO,37530,4170,4170,29190,N
276,296,42,250/500,2000,1219.27,0,MALE,Associate,tech-support,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,7120,7120,49840,N
277,264,41,100/300,500,1411.3,0,MALE,PhD,prof-specialty,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,0,NO,60390,10980,5490,43920,Y
278,108,33,100/300,2000,694.45,0,FEMALE,JD,armed-forces,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,NO,0,1,YES,64350,5850,11700,46800,Y
279,32,38,100/300,500,1006.77,6000000,FEMALE,College,other-service,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,14180,7090,49630,N
280,259,39,250/500,1000,1422.36,0,FEMALE,JD,craft-repair,unmarried,0,-83900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,NO,46560,7760,7760,31040,N
281,186,33,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,wife,37600,-37600,Vehicle Theft,NO Collision,Trivial Damage,Police,3,1,NO,2,1,NO,4730,860,860,3010,Y
282,201,40,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,not-in-family,0,0,Vehicle Theft,NO Collision,Minor Damage,Police,14,1,YES,0,0,YES,6820,1240,1240,4340,N
283,436,58,250/500,2000,1407.01,5000000,MALE,PhD,tech-support,other-relative,47400,-27600,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,NO,0,2,NO,59900,11980,5990,41930,Y
284,189,36,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,NO,1,3,YES,79560,13260,13260,53040,N
285,105,33,500/1000,500,1310.76,0,FEMALE,High School,adm-clerical,not-in-family,0,-40900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,YES,0,1,NO,70290,12780,6390,51120,N
286,163,31,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,not-in-family,26900,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,2,0,NO,63910,5810,11620,46480,N
287,219,40,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,not-in-family,68700,0,Vehicle Theft,NO Collision,Trivial Damage,No Authorities Contacted,6,1,NO,1,0,NO,6400,640,640,5120,N
288,88,25,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,7420,7420,51940,Y
289,40,39,500/1000,1000,1248.25,4000000,FEMALE,College,sales,own-child,0,-33300,Parked Car,NO Collision,Minor Damage,Police,8,1,NO,0,2,NO,8760,1460,1460,5840,N
290,284,42,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,NO,94160,8560,17120,68480,N
291,59,40,250/500,2000,782.23,0,MALE,College,protective-serv,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,2,NO,51570,5730,11460,34380,N
292,39,31,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,NO,1,0,NO,52700,10540,10540,31620,Y
293,147,34,500/1000,1000,1275.81,0,MALE,High School,sales,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,NO,101010,15540,15540,69930,N
294,156,37,250/500,500,1090.65,0,MALE,High School,exec-managerial,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,NO,1,2,YES,53400,5340,5340,42720,Y
295,123,31,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,1,2,NO,72120,12020,12020,48080,N
296,231,43,250/500,2000,972.47,0,MALE,College,protective-serv,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,7710,15420,53970,N
297,247,39,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,wife,0,0,Parked Car,NO Collision,Trivial Damage,Police,3,1,NO,2,3,NO,3300,600,0,2700,N
298,194,35,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,not-in-family,0,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,7,1,YES,1,0,NO,5940,1080,540,4320,N
299,119,27,250/500,2000,1097.64,0,MALE,High School,transport-moving,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,NO,63720,7080,21240,35400,N
300,259,43,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,not-in-family,0,-39300,Vehicle Theft,NO Collision,Trivial Damage,Police,15,1,NO,1,3,NO,7680,1280,640,5760,N
301,107,31,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,NO,93730,14420,21630,57680,N
302,48,44,100/300,2000,1400.74,0,MALE,College,sales,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,NO,87300,17460,17460,52380,N
303,267,40,250/500,500,1155.53,5000000,MALE,JD,transport-moving,wife,0,-35200,Parked Car,NO Collision,Trivial Damage,Police,5,1,NO,0,2,NO,5670,1260,630,3780,N
304,286,47,250/500,500,1386.93,0,MALE,High School,priv-house-serv,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,13160,6580,46060,N
305,175,34,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,NO,2,1,YES,36720,4080,4080,28560,Y
306,111,29,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,NO,1,1,YES,52800,4800,9600,38400,Y
307,151,37,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,59100,5910,5910,47280,Y
308,156,37,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,1,1,YES,77440,14080,7040,56320,N
309,165,36,250/500,2000,1247.87,0,MALE,Masters,armed-forces,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,4570,4570,36560,N
310,253,41,100/300,2000,1312.75,0,FEMALE,PhD,sales,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,80740,7340,14680,58720,Y
311,10,26,100/300,2000,765.64,0,MALE,MD,sales,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,0,3,NO,31350,2850,5700,22800,Y
312,158,33,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,NO,0,0,NO,35000,3500,7000,24500,N
313,436,59,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,NO,2,2,NO,68000,13600,6800,47600,N
314,91,30,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,NO,84500,13000,13000,58500,N
315,256,42,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,NO,75500,7550,15100,52850,N
316,274,46,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,NO,90600,15100,15100,60400,N
317,275,45,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,NO,64320,5360,10720,48240,N
318,1,33,250/500,500,903.32,0,FEMALE,High School,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,1,0,NO,31700,6340,3170,22190,N
319,85,30,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,YES,0,1,YES,74280,12380,12380,49520,Y
320,233,37,100/300,2000,1603.42,0,FEMALE,High School,sales,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,13420,6710,60390,N
321,142,30,250/500,2000,1616.58,0,MALE,JD,adm-clerical,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,YES,0,3,YES,63600,6360,12720,44520,N
322,266,44,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,NO,1,2,YES,32800,3280,3280,26240,N
323,350,50,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,9820,4910,29460,N
324,97,26,250/500,1000,1252.08,0,MALE,College,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,50400,10080,5040,35280,Y
325,399,55,500/1000,2000,995.56,0,MALE,JD,tech-support,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,17680,8840,61880,N
326,305,49,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,NO,66550,12100,6050,48400,N
327,276,47,100/300,1000,1724.09,0,MALE,PhD,craft-repair,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,NO,65780,5980,11960,47840,N
328,257,40,250/500,500,1379.93,0,MALE,MD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,NO,0,2,YES,51810,9420,4710,37680,Y
329,78,31,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,55660,5060,10120,40480,Y
330,129,28,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,44640,9920,4960,29760,N
331,283,46,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,NO,77660,7060,14120,56480,Y
332,85,25,250/500,500,1259.02,0,FEMALE,JD,tech-support,unmarried,67000,-53600,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,8,1,NO,2,2,NO,5640,940,940,3760,N
333,101,26,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,husband,0,0,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,4,1,NO,2,2,NO,3190,580,580,2030,N
334,96,30,100/300,500,1399.27,6000000,MALE,College,prof-specialty,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,NO,0,0,YES,53440,0,6680,46760,N
335,121,31,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,65250,7250,7250,50750,N
336,176,39,250/500,500,1365.46,4000000,MALE,College,armed-forces,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,44280,4920,4920,34440,N
337,159,37,500/1000,1000,894.4,0,MALE,Associate,tech-support,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,7810,7810,54670,N
338,120,30,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,NO,1,1,YES,87100,8710,8710,69680,N
339,212,35,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,1,3,NO,50380,4580,4580,41220,N
340,290,45,100/300,500,1085.03,0,FEMALE,JD,sales,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,64800,12960,6480,45360,Y
341,299,42,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,70400,12800,12800,44800,N
342,66,26,250/500,1000,988.29,0,MALE,College,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,NO,2,2,YES,57860,0,10520,47340,Y
343,334,47,500/1000,500,1238.89,0,MALE,Masters,protective-serv,other-relative,0,0,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,3,1,NO,0,3,NO,6240,960,960,4320,N
344,216,38,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,NO,2,3,NO,66600,16650,11100,38850,Y
345,86,28,100/300,2000,1595.07,0,MALE,PhD,transport-moving,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,YES,0,2,YES,70920,11820,11820,47280,N
346,429,56,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,YES,2,0,YES,39480,6580,6580,26320,N
347,257,43,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,NO,2,2,YES,63240,10540,5270,47430,N
348,15,34,100/300,1000,1829.63,0,MALE,JD,tech-support,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,YES,1,0,NO,67650,12300,6150,49200,N
349,230,39,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,NO,1,3,NO,74200,14840,14840,44520,Y
350,250,43,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,64900,12980,12980,38940,N
351,270,44,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,1,0,NO,35900,7180,3590,25130,Y
352,65,26,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,NO,52200,5220,10440,36540,N
353,475,57,100/300,500,1216.56,0,MALE,Masters,adm-clerical,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,NO,0,2,NO,78000,6500,13000,58500,N
354,77,27,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,NO,67200,6720,6720,53760,N
355,256,43,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,NO,0,0,NO,63250,11500,5750,46000,N
356,229,37,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,YES,1,1,YES,68760,11460,5730,51570,N
357,110,28,250/500,1000,1573.93,0,MALE,College,other-service,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,NO,65040,10840,10840,43360,N
358,177,33,100/300,1000,1609.67,0,MALE,College,adm-clerical,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,NO,1,3,NO,82800,20700,13800,48300,Y
359,292,44,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,61700,6170,6170,49360,N
360,451,61,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,15620,7810,54670,Y
361,61,24,100/300,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,NO,65520,9360,9360,46800,Y
362,150,30,100/300,1000,1342.02,0,MALE,MD,prof-specialty,own-child,0,0,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,8,1,YES,0,2,NO,4500,450,450,3600,N
363,283,41,100/300,500,1195.01,0,FEMALE,Associate,sales,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,0,2,NO,42700,0,6100,36600,Y
364,291,46,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,0,-55300,Parked Car,NO Collision,Minor Damage,Police,8,1,NO,2,2,YES,5580,620,620,4340,Y
365,162,31,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,30700,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,7,1,NO,0,0,NO,3600,360,720,2520,Y
366,154,36,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,68500,0,Vehicle Theft,NO Collision,Trivial Damage,No Authorities Contacted,9,1,NO,2,0,NO,2800,280,280,2240,N
367,289,47,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,15,1,NO,1,0,YES,54000,6000,6000,42000,N
368,10,19,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,NO,0,2,NO,48950,4450,8900,35600,Y
369,309,47,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,YES,0,1,NO,77800,15560,15560,46680,N
370,396,57,100/300,1000,1366.39,0,MALE,High School,protective-serv,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,11680,5840,35040,N
371,273,41,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,NO,1,2,YES,44110,4010,8020,32080,N
372,129,30,500/1000,2000,927.23,0,FEMALE,PhD,sales,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,NO,74360,13520,6760,54080,N
373,140,31,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,59000,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,2,1,YES,1,2,NO,6120,680,680,4760,Y
374,419,53,500/1000,2000,736.07,6000000,MALE,College,transport-moving,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,NO,0,0,YES,62280,5190,10380,46710,N
375,315,44,250/500,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,0,YES,26730,4860,4860,17010,N
376,72,29,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,NO,1,0,NO,66200,6620,6620,52960,N
377,32,26,100/300,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,NO,1,2,NO,45500,9100,4550,31850,N
378,230,41,100/300,1000,1464.03,0,MALE,JD,transport-moving,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,NO,2,0,NO,53040,4420,4420,44200,N
379,157,32,100/300,2000,617.11,0,MALE,College,other-service,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,NO,1,2,NO,50800,10160,5080,35560,Y
380,265,41,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,NO,1,3,NO,44200,4420,4420,35360,N
381,47,34,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,NO,62920,11440,5720,45760,N
382,113,29,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,NO,0,2,YES,49950,5550,5550,38850,Y
383,289,46,250/500,2000,1209.07,0,MALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,6270,6270,43890,Y
384,254,41,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,18220,18220,63770,N
385,115,30,500/1000,500,1757.21,0,MALE,High School,prof-specialty,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,5460,5460,38220,N
386,236,38,250/500,1000,802.24,0,FEMALE,College,other-service,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,NO,0,1,NO,66840,16710,5570,44560,N
387,7,21,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,NO,1,2,NO,62460,6940,6940,48580,N
388,208,36,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,NO,62810,11420,11420,39970,N
389,126,33,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,NO,54160,6770,6770,40620,N
390,48,35,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,9680,4840,33880,N
391,297,48,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,0,0,NO,51480,5720,5720,40040,N
392,160,36,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,5170,10340,36190,N
393,406,58,250/500,2000,1117.04,0,MALE,MD,exec-managerial,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,NO,1,2,NO,65520,10920,5460,49140,N
394,157,31,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,47700,4770,9540,33390,Y
395,146,31,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,61400,-57500,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,3,1,YES,2,0,NO,5220,580,580,4060,N
396,409,57,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,NO,73320,6110,12220,54990,N
397,252,46,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,14980,7490,52430,N
398,6,27,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,0,-47400,Vehicle Theft,NO Collision,Trivial Damage,Police,7,1,NO,0,1,YES,3190,580,290,2320,N
399,103,33,100/300,1000,969.88,6000000,MALE,MD,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,12820,6410,57690,N
400,369,53,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,7090,14180,56720,N
401,261,46,500/1000,1000,1245.61,0,MALE,MD,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,NO,59670,9180,9180,41310,N
402,159,33,100/300,2000,1462.76,0,FEMALE,College,craft-repair,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,8160,4080,32640,Y
403,344,51,100/300,2000,1398.46,0,MALE,Associate,sales,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,NO,0,2,NO,82830,7530,15060,60240,N
404,437,60,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,1,3,NO,84480,7680,15360,61440,Y
405,65,30,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,NO,2,3,NO,79800,15960,7980,55860,N
