,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_NO Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_No Authorities Contacted,authorities_contacted_Other,authorities_contacted_Police
237,107,26,2000,932.14,0,40600,0,2,3,2,3,78650,14300,7150,57200,5,1,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
238,272,41,2000,1608.34,0,33300,-10600,19,1,1,1,71060,6460,12920,51680,5,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
239,151,37,1000,1728.56,0,54000,0,0,1,1,1,38830,3530,3530,31770,5,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
240,249,43,1000,1518.46,0,0,0,16,1,0,0,53500,5350,5350,42800,2,0,6,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
241,177,38,2000,1540.19,0,0,-74500,20,1,2,0,73700,7370,7370,58960,1,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
242,190,40,2000,965.21,0,36900,-53700,10,1,2,1,6300,630,630,5040,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
243,174,36,2000,1278.75,0,53200,-53800,21,3,2,2,65400,10900,10900,43600,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
244,95,28,1000,773.99,0,0,-70300,3,1,1,2,3200,640,320,2240,2,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
245,371,51,1000,1532.47,0,60300,-24700,7,1,0,3,75400,7540,15080,52780,5,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
246,2,28,1000,1340.56,0,0,0,19,1,0,2,58140,6460,6460,45220,2,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
247,269,44,500,1297.75,4000000,0,-41400,15,3,0,1,98670,15180,15180,68310,1,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
248,101,27,1000,433.33,0,25900,0,7,1,0,3,5900,1180,590,4130,2,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
249,94,30,2000,1025.54,0,0,-52600,19,1,1,3,64100,6410,6410,51280,2,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
250,117,28,500,1264.77,0,47500,-32500,13,2,0,1,55440,5040,10080,40320,2,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
251,111,27,500,1459.97,5000000,0,0,2,3,1,2,80850,7350,14700,58800,2,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
252,242,40,500,1238.65,0,0,-44600,5,1,1,1,7480,680,680,6120,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
253,440,61,500,1050.76,0,41500,-70200,21,1,2,3,53640,5960,5960,41720,2,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
254,20,23,1000,1711.72,0,0,0,21,3,2,2,63250,5750,11500,46000,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
255,461,57,500,865.33,7000000,0,0,7,3,0,1,59040,9840,9840,39360,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
256,208,36,500,1153.49,0,0,0,16,3,1,0,50500,10100,5050,35350,2,1,5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
257,279,43,2000,1281.25,0,0,0,13,1,0,1,57690,6410,12820,38460,5,1,5,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
258,244,40,500,1342.8,0,0,0,2,1,1,3,5940,660,660,4620,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
259,134,30,2000,1443.32,0,0,0,19,3,0,2,47790,5310,5310,37170,2,0,7,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
260,122,29,1000,1629.94,0,0,-47100,17,1,0,1,3850,350,350,3150,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
261,156,31,2000,1134.08,0,0,0,3,1,2,0,59000,5900,5900,47200,1,1,7,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
262,232,43,500,1483.91,8000000,0,-33600,17,3,0,1,70600,7060,14120,49420,2,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,244,40,2000,1304.67,7000000,0,-45000,5,3,1,1,61490,5590,11180,44720,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
264,84,30,2000,1035.79,0,44400,-51500,9,1,1,0,57640,5240,10480,41920,5,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
265,394,57,500,1401.2,0,51500,0,9,1,1,0,6890,1060,1060,4770,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
266,246,45,1000,1665.45,0,34400,-33100,9,3,2,2,53280,11840,5920,35520,2,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
267,35,29,2000,653.66,0,52100,-46900,22,3,0,0,78300,15660,7830,54810,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
268,156,37,500,1080.13,0,0,-61000,15,3,0,3,41490,4610,4610,32270,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
269,195,36,2000,1346.18,0,57800,-53300,14,3,2,3,68970,12540,6270,50160,1,0,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
270,369,55,2000,1589.54,0,55400,0,6,3,2,0,85300,17060,8530,59710,2,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
271,271,40,1000,1251.65,0,71200,0,6,1,0,0,3080,560,280,2240,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
272,332,47,2000,1083.01,0,91900,0,22,4,2,0,71760,11040,11040,49680,1,1,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
273,107,26,500,974.59,0,62800,0,14,3,1,0,59700,11940,11940,35820,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
274,217,39,2000,1399.85,0,49900,-19800,16,3,0,2,64920,10820,10820,43280,5,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
275,243,43,500,1307.74,0,0,-75700,10,3,0,1,37530,4170,4170,29190,5,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,296,42,2000,1219.27,0,53100,-63400,9,3,1,2,64080,7120,7120,49840,2,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,264,41,500,1411.3,0,55600,0,4,1,1,0,60390,10980,5490,43920,1,1,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
278,108,33,2000,694.45,0,0,0,6,3,0,1,64350,5850,11700,46800,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
279,32,38,500,1006.77,6000000,0,0,15,3,2,1,70900,14180,7090,49630,1,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
280,259,39,1000,1422.36,0,0,-83900,12,3,1,3,46560,7760,7760,31040,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
281,186,33,1000,1348.32,0,37600,-37600,3,1,2,1,4730,860,860,3010,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
282,201,40,2000,1315.56,0,0,0,14,1,0,0,6820,1240,1240,4340,2,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
283,436,58,2000,1407.01,5000000,47400,-27600,10,1,0,2,59900,11980,5990,41930,2,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
284,189,36,2000,1388.58,0,0,-49400,17,3,1,3,79560,13260,13260,53040,2,0,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
285,105,33,500,1310.76,0,0,-40900,8,1,0,1,70290,12780,6390,51120,5,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286,163,31,1000,1004.63,6000000,26900,0,14,3,2,0,63910,5810,11620,46480,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,219,40,500,1134.91,0,68700,0,6,1,1,0,6400,640,640,5120,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
288,88,25,1000,1194.0,0,0,0,6,1,1,2,66780,7420,7420,51940,2,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
289,40,39,1000,1248.25,4000000,0,-33300,8,1,0,2,8760,1460,1460,5840,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
290,284,42,500,1338.54,-1000000,0,0,13,1,0,1,94160,8560,17120,68480,1,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
291,59,40,2000,782.23,0,64200,-32300,0,3,0,2,51570,5730,11460,34380,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,39,31,2000,1366.9,0,0,-15700,14,3,1,0,52700,10540,10540,31620,2,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
293,147,34,1000,1275.81,0,0,-48300,13,1,2,2,101010,15540,15540,69930,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
294,156,37,500,1090.65,0,0,-51800,16,4,1,2,53400,5340,5340,42720,2,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
295,123,31,500,1326.0,0,0,-54600,13,1,1,2,72120,12020,12020,48080,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
296,231,43,2000,972.47,0,0,-58100,15,3,2,2,77100,7710,15420,53970,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
297,247,39,500,806.31,0,0,0,3,1,2,3,3300,600,0,2700,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
298,194,35,500,1416.24,0,0,0,7,1,1,0,5940,1080,540,4320,5,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
299,119,27,2000,1097.64,0,27100,0,16,2,1,0,63720,7080,21240,35400,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
300,259,43,500,947.75,0,0,-39300,15,1,1,3,7680,1280,640,5760,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
301,107,31,2000,1018.73,5000000,20000,-82700,21,3,1,2,93730,14420,21630,57680,1,1,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
302,48,44,2000,1400.74,0,34000,-55600,23,3,0,2,87300,17460,17460,52380,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
303,267,40,500,1155.53,5000000,0,-35200,5,1,0,2,5670,1260,630,3780,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
304,286,47,500,1386.93,0,54100,-77600,15,3,0,0,65800,13160,6580,46060,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
305,175,34,500,915.29,0,82400,-57100,14,1,2,1,36720,4080,4080,28560,1,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
306,111,29,500,1239.55,2000000,0,0,1,1,1,1,52800,4800,9600,38400,2,0,7,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
307,151,37,500,1366.42,0,44000,0,14,3,1,2,59100,5910,5910,47280,2,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
308,156,37,1000,1086.48,6000000,0,-53800,17,3,1,1,77440,14080,7040,56320,5,1,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
309,165,36,2000,1247.87,0,0,-39700,20,3,2,2,45700,4570,4570,36560,2,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
310,253,41,2000,1312.75,0,81300,0,10,3,2,2,80740,7340,14680,58720,1,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
311,10,26,2000,765.64,0,0,-22200,3,3,0,3,31350,2850,5700,22800,1,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,158,33,2000,1327.41,0,0,-38600,0,1,0,0,35000,3500,7000,24500,1,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
313,436,59,1000,1338.55,0,39000,0,10,3,2,2,68000,13600,6800,47600,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
314,91,30,2000,1316.63,8000000,43900,0,13,3,2,0,84500,13000,13000,58500,2,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
315,256,42,1000,1286.44,0,0,-39500,14,1,2,1,75500,7550,15100,52850,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
316,274,46,1000,1372.18,0,0,0,22,3,1,3,90600,15100,15100,60400,5,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
317,275,45,2000,1447.77,0,39400,-63900,8,3,1,1,64320,5360,10720,48240,5,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
318,1,33,500,903.32,0,0,0,1,3,1,0,31700,6340,3170,22190,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
319,85,30,1000,1454.42,0,51600,-73900,19,1,0,1,74280,12380,12380,49520,5,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
320,233,37,2000,1603.42,0,61600,-30200,17,1,0,2,80520,13420,6710,60390,1,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
321,142,30,2000,1616.58,0,58500,-46800,13,3,0,3,63600,6360,12720,44520,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
322,266,44,500,1611.83,0,0,0,4,1,1,2,32800,3280,3280,26240,2,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
323,350,50,500,889.13,0,0,0,14,3,0,2,44190,9820,4910,29460,5,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
324,97,26,1000,1252.08,0,0,0,4,2,2,2,50400,10080,5040,35280,2,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
325,399,55,2000,995.56,0,0,-65400,23,3,1,1,88400,17680,8840,61880,5,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
326,305,49,2000,1347.92,0,0,-42100,21,3,0,2,66550,12100,6050,48400,1,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,276,47,1000,1724.09,0,0,0,23,3,0,0,65780,5980,11960,47840,1,1,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
328,257,40,500,1379.93,0,0,0,6,3,0,2,51810,9420,4710,37680,2,1,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
329,78,31,1000,1554.64,4000000,0,-27900,21,1,1,0,55660,5060,10120,40480,2,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
330,129,28,1000,1377.94,0,0,0,23,1,2,3,44640,9920,4960,29760,5,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
331,283,46,2000,1313.33,0,53500,-73600,3,3,1,3,77660,7060,14120,56480,5,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,85,25,500,1259.02,0,67000,-53600,8,1,2,2,5640,940,940,3760,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
333,101,26,1000,1371.88,0,0,0,4,1,2,2,3190,580,580,2030,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
334,96,30,500,1399.27,6000000,38900,-48700,22,1,0,0,53440,0,6680,46760,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
335,121,31,1000,1061.98,6000000,0,0,16,1,0,1,65250,7250,7250,50750,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
336,176,39,500,1365.46,4000000,0,-56600,14,3,2,1,44280,4920,4920,34440,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
337,159,37,1000,894.4,0,0,-53700,13,1,2,0,70290,7810,7810,54670,5,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
338,120,30,500,956.69,0,39600,-64300,20,1,1,1,87100,8710,8710,69680,2,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339,212,35,2000,1123.89,0,35400,-49200,0,3,1,3,50380,4580,4580,41220,5,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
340,290,45,500,1085.03,0,0,-61000,23,3,2,2,64800,12960,6480,45360,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
341,299,42,2000,1437.33,0,25000,0,13,1,1,3,70400,12800,12800,44800,1,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
342,66,26,1000,988.29,0,0,0,8,1,2,2,57860,0,10520,47340,2,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
343,334,47,500,1238.89,0,0,0,3,1,0,3,6240,960,960,4320,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
344,216,38,1000,1384.64,5000000,0,0,16,1,2,3,66600,16650,11100,38850,1,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
345,86,28,2000,1595.07,0,75800,0,19,1,0,2,70920,11820,11820,47280,1,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
346,429,56,1000,1127.89,6000000,67400,-43800,0,1,2,0,39480,6580,6580,26320,2,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
347,257,43,2000,929.7,6000000,46400,-74300,12,1,2,2,63240,10540,5270,47430,5,0,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
348,15,34,1000,1829.63,0,56700,0,21,3,1,0,67650,12300,6150,49200,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
349,230,39,1000,904.7,7000000,68600,-22300,0,1,1,3,74200,14840,14840,44520,1,0,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
350,250,43,1000,1243.84,0,47900,-73400,22,1,1,3,64900,12980,12980,38940,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
351,270,44,2000,1030.95,0,47200,0,20,3,1,0,35900,7180,3590,25130,5,0,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
352,65,26,500,1285.03,3000000,0,-41500,0,1,1,3,52200,5220,10440,36540,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
353,475,57,500,1216.56,0,67400,-83200,20,1,0,2,78000,6500,13000,58500,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
354,77,27,2000,966.26,0,56400,-32800,1,3,0,0,67200,6720,6720,53760,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,256,43,500,1203.17,0,56700,-65600,11,1,0,0,63250,11500,5750,46000,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
356,229,37,2000,1212.12,0,65600,0,14,3,1,1,68760,11460,5730,51570,2,0,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
357,110,28,1000,1573.93,0,30400,0,20,3,0,2,65040,10840,10840,43360,2,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
